,Unnamed: 0,ww,cps,apcorr,drzblot_apcorr,sensitivity,wwperpix,flam,dateobs,flam_smooth
168,168,17531.346894462626,0.09900864237477558,0.9144437323656526,1.0577307644715217,204842642652442.1,45.539341604406225,1.0973214388822727e-17,202001,9.469912350215991e-18
169,169,17576.884054010035,0.11320755615490595,0.9144437238933848,1.1036392151565075,146643804373163.38,45.53919053090067,1.6797408434328287e-17,201911,1.2770261686886903e-17
169,169,17576.886236067032,0.047268115221760436,0.9144437323656526,1.0577307644715217,146640602490663.5,45.53934160440258,7.318046724399694e-18,202001,0.0001380994473851961
170,170,17622.423244540936,-0.029028915021241494,0.9144437238933848,1.1036392151565075,84148154281612.44,45.53919053090794,-7.506142337207583e-18,201911,0.00021989746216239777
170,170,17622.425577671434,0.12864228361775654,0.9144437323656526,1.0577307644715217,84145068624256.22,45.53934160440258,3.4708528427388086e-17,202001,0.0003065488606160753
171,171,17667.962435071844,-0.015525005910218546,0.9144437238933848,1.1036392151565075,54978656920890.47,45.53919053090067,-6.1442408874370245e-18,201911,0.0004680396370682426
171,171,17667.964919275833,0.09910699003865496,0.9144437323656526,1.0577307644715217,54978506233983.93,45.53934160440258,4.092535727207343e-17,202001,0.00048319578412271723
172,172,17713.501625602745,0.06981585159557979,0.9144437238933848,1.1036392151565075,1.0,45.539190530904314,0.0015190939212370205,201911,0.0006570264929067199
172,172,17713.504260880243,0.0396327602260329,0.9144437323656526,1.0577307644715217,1.0,45.53934160440258,0.0008997781625492338,202001,0.0006570264929067197
173,173,17759.04081613365,0.04380641117352169,0.9144437238933848,1.1036392151565075,1.0,45.539190530904314,0.000953165382990465,201911,0.0006570264929067197
173,173,17759.043602484642,0.0782454835765578,0.9144437323656526,1.0577307644715217,1.0,45.53934160440258,0.0017763985409738536,202001,0.0006570264929067197
174,174,17804.58000666455,0.007662154581724811,0.9144437238933848,1.1036392151565075,1.0,45.539190530904314,0.00016671761759923118,201911,0.0006570264929067197
174,174,17804.582944089045,0.08422442549397724,0.9144437323656526,1.0577307644715217,1.0,45.53934160440258,0.0019121377966240453,202001,0.0006570264929067197
